" Armory",,,,,,,,,,
"Bacon Stuffed Bread",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"-[Typical Breakfast Options: Noble]-",,,,,,,,,,
"Frittata & Herbs",1,Misc,Mundane,,0.25,1 bc,FALSE,FALSE,FALSE,FALSE
"Bacon & Owlbear Eggs",1,Misc,Mundane,,0.25,2 bc,FALSE,FALSE,FALSE,FALSE
"Boar Ham Steak & Eggs",1,Misc,Mundane,,0.25,2 bc,FALSE,FALSE,FALSE,FALSE
"Truffle Omelet",1,Misc,Mundane,,0.25,3 bc,FALSE,FALSE,FALSE,FALSE
"-[Typical Lunch Options: Commoner]-",,,,,,,,,,
"Stockpot Stew/ Soup",1,Misc,Mundane,,0.25,4 cc,FALSE,FALSE,FALSE,FALSE
"“Adventurer’s” Steak",1,Misc,Mundane,,0.25,4 cc,FALSE,FALSE,FALSE,FALSE
"Minced Pork",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Roast Goat & Cheese",1,Misc,Mundane,,0.25,6 cc,FALSE,FALSE,FALSE,FALSE
"-[Typical Lunch Options: Merchant]-",,,,,,,,,,
"Roast Lamb & Cheese",1,Misc,Mundane,,0.25,40 cc,FALSE,FALSE,FALSE,FALSE
"Boar Tenderloin",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Baked Goose Breast",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Grilled Salmon",1,Misc,Mundane,,0.25,60 cc,FALSE,FALSE,FALSE,FALSE
"-[Typical Lunch Options: Noble]-",,,,,,,,,,
"Rack of Lamb",1,Misc,Mundane,,0.25,2 bc,FALSE,FALSE,FALSE,FALSE
"Shellfish Platter",1,Misc,Mundane,,0.25,3 bc,FALSE,FALSE,FALSE,FALSE
"Dragon Turtle Soup",1,Misc,Mundane,,0.25,4 bc,FALSE,FALSE,FALSE,FALSE
"Roc Meat Portion",1,Misc,Mundane,,0.25,5 bc,FALSE,FALSE,FALSE,FALSE
"-[Typical Dinner Options: Commoner]-",,,,,,,,,,
"Stockpot Stew/ Soup",1,Misc,Mundane,,0.25,4 cc,FALSE,FALSE,FALSE,FALSE
"Grave of Small Birds",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"‘Tasha’s Hideous’ Stew",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Rabbit & Potato Plate",1,Misc,Mundane,,0.25,6 cc,FALSE,FALSE,FALSE,FALSE
"-[Typical Dinner Options: Merchant]-",,,,,,,,,,
"Hunter’s Pie",1,Misc,Mundane,,0.25,40 cc,FALSE,FALSE,FALSE,FALSE
"Bloodhawk Breast",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Crocodile Steak",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Roasted Bullywug Legs",1,Misc,Mundane,,0.25,60 cc,FALSE,FALSE,FALSE,FALSE
"-[Typical Dinner Options: Merchant]-",,,,,,,,,,
"Buffalo Ribeye",1,Misc,Mundane,,0.25,2 bc,FALSE,FALSE,FALSE,FALSE
"Sahuagin Caviar",1,Misc,Mundane,,0.25,3 bc,FALSE,FALSE,FALSE,FALSE
"Owlbear Steak & Eggs",1,Misc,Mundane,,0.25,4 bc,FALSE,FALSE,FALSE,FALSE
"[color] Dragon Steak",1,Misc,Mundane,,0.25,5 bc,FALSE,FALSE,FALSE,FALSE
"-[Room Prices, Inns/Taverns]-",,,,,,,,,,
"Commoner Room",,,,,5 cc,,TRUE,TRUE,TRUE,TRUE
"Modest Room",,,,,10 cc,,TRUE,TRUE,TRUE,TRUE
"Merchant Room",,,,,1 bc,,TRUE,TRUE,TRUE,TRUE
"Wealthy Room",,,,,2 bc,,TRUE,FALSE,TRUE,TRUE
"Noble Room",,,,,4 bc,,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,,
"Market Produce/Foods",,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
"Coffee - Cup",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Goodberry “Wine” - Cup",1,Misc,Mundane,,0.25,10 cc,FALSE,FALSE,FALSE,FALSE
"Fruit Juice (Varies) - Cup",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Milk (Local Variety) - Cup",1,Misc,Mundane,,0.25,3 cc,FALSE,FALSE,FALSE,FALSE
"Fruit - In Season - A Piece",1,Misc,Mundane,,0.25,1 cc,FALSE,FALSE,FALSE,FALSE
"Fruit - Out of Season - A Piece",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Amaranth Leaf/ Greens - Bushel",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Broccoli/ Cauliflower - Bushel",1,Misc,Mundane,,0.25,3 cc,FALSE,FALSE,FALSE,FALSE
"Cabbage/ Lettuce - Bushel",1,Misc,Mundane,,0.25,2 cc,FALSE,FALSE,FALSE,FALSE
"Fruit “Vegetable” - Each",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Legumes - Bushel",1,Misc,Mundane,,0.25,4 cc,FALSE,FALSE,FALSE,FALSE
"Root Vegetable/ Tuber - Bushel",1,Misc,Mundane,,0.25,1 cc,FALSE,FALSE,FALSE,FALSE
"Amaranth",1,Misc,Mundane,,0.25,2 bc,FALSE,FALSE,FALSE,FALSE
"Barley/ Rye",1,Misc,Mundane,,0.25,2 cc,FALSE,FALSE,FALSE,FALSE
"Oats",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Quinoa",1,Misc,Mundane,,0.25,1 bc,FALSE,FALSE,FALSE,FALSE
"Rice",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Wheat",1,Misc,Mundane,,0.25,10 cc,FALSE,FALSE,FALSE,FALSE
"Almond/ Sweet Roll (S)",1,Misc,Mundane,,0.25,10 cc,FALSE,FALSE,FALSE,FALSE
"Seed Cake",1,Misc,Mundane,,0.25,5 cc,FALSE,FALSE,FALSE,FALSE
"Cheat/ Wheaten Loaf",1,Misc,Mundane,,0.25,20 cc,FALSE,FALSE,FALSE,FALSE
"Cheese Danish",1,Misc,Mundane,,0.25,10 cc,FALSE,FALSE,FALSE,FALSE
"Fruit Tart (S)",1,Misc,Mundane,,0.25,20 cc,FALSE,FALSE,FALSE,FALSE
"Manchet Loaf",1,Misc,Mundane,,0.25,1 bc,FALSE,FALSE,FALSE,FALSE
"Quince Bread Slice (S)",1,Misc,Mundane,,0.25,20 cc,FALSE,FALSE,FALSE,FALSE
"Rye Loaf",1,Misc,Mundane,,0.25,2 cc,FALSE,FALSE,FALSE,FALSE
"Beef/ Buffalo/ Deer",1,Misc,Mundane,,1,30 cc,FALSE,FALSE,FALSE,FALSE
"Boar/ Chicken/ Pork",1,Misc,Mundane,,1,8 cc,FALSE,FALSE,FALSE,FALSE
"Dried/ Salted Meat",1,Misc,Mundane,,1,50 cc,FALSE,FALSE,FALSE,FALSE
"Egg (for 6)",1,Misc,Mundane,,1,3 cc,FALSE,FALSE,FALSE,FALSE
"Fish",1,Misc,Mundane,,1,60 cc,FALSE,FALSE,FALSE,FALSE
"Insects/ Small Game",1,Misc,Mundane,,1,4 cc,FALSE,FALSE,FALSE,FALSE
"Goat",1,Misc,Mundane,,1,10 cc,FALSE,FALSE,FALSE,FALSE
"Lamb",1,Misc,Mundane,,1,1 bc,FALSE,FALSE,FALSE,FALSE
"Shellfish (Oceanic)",1,Misc,Mundane,,1,2 bc,FALSE,FALSE,FALSE,FALSE
"Brie Cheese (½.)",1,Misc,Mundane,,0.5,20 cc,FALSE,FALSE,FALSE,FALSE
"Cheddar Cheese (½.)",1,Misc,Mundane,,0.5,1 bc,FALSE,FALSE,FALSE,FALSE
"Cottage Cheese (½.)",1,Misc,Mundane,,0.5,4 cc,FALSE,FALSE,FALSE,FALSE
"Parmesan Cheese (½.)",1,Misc,Mundane,,0.5,50 cc,FALSE,FALSE,FALSE,FALSE
"Specialty Cheese (½.)",1,Misc,Mundane,,0.5,2 bc,FALSE,FALSE,FALSE,FALSE
"Cinnamon (½ Ounce)",1,Misc,Mundane,,0.03,10 cc,FALSE,FALSE,FALSE,FALSE
"Coriander (½ Ounce)",1,Misc,Mundane,,0.03,3 cc,FALSE,FALSE,FALSE,FALSE
"Cumin (½ Ounce)",1,Misc,Mundane,,0.03,7 cc,FALSE,FALSE,FALSE,FALSE
"Garlic (½ Ounce)",1,Misc,Mundane,,0.03,2 cc,FALSE,FALSE,FALSE,FALSE
"Mustard (½ Ounce)",1,Misc,Mundane,,0.03,10 cc,FALSE,FALSE,FALSE,FALSE
"Nutmeg (½ Ounce)",1,Misc,Mundane,,0.03,8 cc,FALSE,FALSE,FALSE,FALSE
"Pepper (½ Ounce)",1,Misc,Mundane,,0.03,5 cc,FALSE,FALSE,FALSE,FALSE
"Salt (½ Ounce)",1,Misc,Mundane,,0.03,6 cc,FALSE,FALSE,FALSE,FALSE
"Specialty Spice (½ Ounce)",1,Misc,Mundane,,0.03,20 cc,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,
"Creature Parts Values",,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
"[Selling Value (Creature XP %)] CR: 0 – 6",,,,,50 bc,,FALSE,FALSE,FALSE,FALSE
"[Selling Value (Creature XP %)] CR: 7 – 12",,,,,#N/A,,FALSE,FALSE,FALSE,FALSE
"[Selling Value (Creature XP %)] CR: 13 – 18",,,,,#N/A,,FALSE,FALSE,FALSE,FALSE
"[Selling Value (Creature XP %)] CR: 19 – 24",,,,,#N/A,,FALSE,FALSE,FALSE,FALSE
"[Selling Value (Creature XP %)] CR: 25+",,,,,#N/A,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,
"High End Clothing",,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
"-[Custom Clothing Items]-",,,,,,,,,,
"Bandolier",1,Misc,Mundane,,0.5,8 bc,FALSE,FALSE,FALSE,FALSE
"Belt",1,Misc,Mundane,,0.5,2 bc,FALSE,FALSE,FALSE,FALSE
"“Better” Backpack (1.2 ft^3)",1,35 lb container,Mundane,,5,4 bc,FALSE,FALSE,FALSE,FALSE
"Blouse",1,Misc,Mundane,,0.5,1 bc,FALSE,FALSE,FALSE,FALSE
"Breeches",1,Misc,Mundane,,1,1 bc,FALSE,FALSE,FALSE,FALSE
"Boots",1,Misc,Mundane,,1,4 bc,FALSE,FALSE,FALSE,FALSE
"Bow Tie",1,Misc,Mundane,,0.2,50 cc,FALSE,FALSE,FALSE,FALSE
"Cloak/ (Mantle, -1 bc)",1,Misc,Mundane,,2,4 bc,FALSE,FALSE,FALSE,FALSE
"Coat",1,Misc,Mundane,,5,5 bc,FALSE,FALSE,FALSE,FALSE
"Coin Purse",1,Misc,Mundane,,0.06,1 bc,FALSE,FALSE,FALSE,FALSE
"Corset",1,Misc,Mundane,,3,3 bc,FALSE,FALSE,FALSE,FALSE
"Dress",1,Misc,Mundane,,4,7 bc,FALSE,FALSE,FALSE,FALSE
"Dress Pants",1,Misc,Mundane,,1,2 bc,FALSE,FALSE,FALSE,FALSE
"Dress Shirt",1,Misc,Mundane,,1,1 bc,FALSE,FALSE,FALSE,FALSE
"Dress Shoes",1,Misc,Mundane,,1,3 bc,FALSE,FALSE,FALSE,FALSE
"Ghillies (Dance Shoes)",1,Misc,Mundane,,1,2 bc,FALSE,FALSE,FALSE,FALSE
"Gloves",1,Misc,Mundane,,0.5,1 bc,FALSE,FALSE,FALSE,FALSE
"Hat",1,Misc,Mundane,,0.5,2 bc,FALSE,FALSE,FALSE,FALSE
"Jacket",1,Misc,Mundane,,3,4 bc,FALSE,FALSE,FALSE,FALSE
"Jerkin/ (Tabard, +1 bc)",1,Misc,Mundane,,5,2 bc,FALSE,FALSE,FALSE,FALSE
"Pouch (1/5 ft^3)",1,6 lb container,Mundane,,1,50 cc,FALSE,FALSE,FALSE,FALSE
"Robe",1,Misc,Mundane,,4,5 bc,FALSE,FALSE,FALSE,FALSE
"Sandals",1,Misc,Mundane,,1,3 bc,FALSE,FALSE,FALSE,FALSE
"Scarf",1,Misc,Mundane,,0.5,50 cc,FALSE,FALSE,FALSE,FALSE
"Skirt/ (Kilt +1 bc)",1,Misc,Mundane,,2,3 bc,FALSE,FALSE,FALSE,FALSE
"Swimwear",1,Misc,Mundane,,1,1 bc,FALSE,FALSE,FALSE,FALSE
"Tie",1,Misc,Mundane,,0.25,50 cc,FALSE,FALSE,FALSE,FALSE
"Tunic",1,Misc,Mundane,,2,50 cc,FALSE,FALSE,FALSE,FALSE
"Undergarments",1,Misc,Mundane,,0.5,50 cc,FALSE,FALSE,FALSE,FALSE
"Vests",1,Misc,Mundane,,1,3 bc,FALSE,FALSE,FALSE,FALSE
"-[Extras]-",,,,,,,,,,
"Closure Devices (Options): Buckles",1,Misc,Mundane,,0.2,10 cc,FALSE,FALSE,FALSE,FALSE
"Closure Devices (Options): Snaps",1,Misc,Mundane,,0.2,50 cc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Embroidery (per foot)",1,Misc,Mundane,,0,2 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Linen Cloth Construction",1,Misc,Mundane,,0,(+)1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Lining (Material Options): Fur",1,Misc,Mundane,,0,3 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Lining (Material Options): Leather (Basic)",1,Misc,Mundane,,0,4 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Lining (Material Options): Leather (Specialty)",1,Misc,Mundane,,0,(+)CR% N.,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Lining (Material Options): Silk",1,Misc,Mundane,,0,3 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Pockets",1,Misc,Mundane,,0,20 cc,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,
"Special Materials, Leather Armor Pieces",,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
"-[Custom Armor Parts]-",,,,,,,,,,
"Cosmetic: Bracers",1,Misc,Mundane,,0,50 cc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Breastplate",1,Misc,Mundane,,0,3 bc,FALSE,FALSE,FALSE,FALSE
"Boots",1,Misc,Mundane,,1,4 bc,FALSE,FALSE,FALSE,FALSE
"Cloak/ (Mantle, -1 bc)",1,Misc,Mundane,,2,4 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Cuisse (Thigh Armor)",1,Misc,Mundane,,0,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Full Arm Armor (Pair)",1,Misc,Mundane,,0,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Full Leg Armor (Pair)",1,Misc,Mundane,,0,2 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Gauntlets",1,Misc,Mundane,,0,1 bc,FALSE,FALSE,FALSE,FALSE
"Gloves",1,Misc,Mundane,,0.5,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Gorget (Neck)",1,Misc,Mundane,,0,50 cc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Greaves (Lower Leg)",1,Misc,Mundane,,0,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Harness (Chest & Back), Extra",1,Misc,Mundane,,0,7 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Helmet",1,Misc,Mundane,,0,2 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Pauldrons (Shoulders)",1,Misc,Mundane,,0,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Sabatons (Feet)",1,Misc,Mundane,,0,50 cc,FALSE,FALSE,FALSE,FALSE
"-[Custom Accessories]-",,,,,,,,,,
"Small Shield (Buckler, Targe, Parma)",1,Phy. Def. 1,Mundane,12/12,4,2 bc,FALSE,FALSE,FALSE,FALSE
"Quiver (capacity: 20)",1,Misc,Mundane,,1,1 bc,FALSE,FALSE,FALSE,FALSE
"Cosmetic: Sheathe (See Unit Note)",1,Misc,Mundane,,0,80 cc,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,
"Special Crafting Materials",,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
"Adamantite",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Aero Crystal",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Asmoroch Wood",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Beast Feathers (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Bone (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Chitin (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Cold Iron",1,Misc,Mundane,,1,100 bc,FALSE,FALSE,FALSE,FALSE
"Coral",1,Misc,Mundane,,1,100 bc,FALSE,FALSE,FALSE,FALSE
"Creature Hide (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Creature Scales (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Darksteel",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Darkwood",1,Misc,Mundane,,1,100 bc,FALSE,FALSE,FALSE,FALSE
"Dwarven Stone",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Eternal Ice",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Ignum",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Infernal Leather",1,Misc,Mundane,,1,800 bc,FALSE,FALSE,FALSE,FALSE
"Infernal Steel",1,Misc,Mundane,,1,800 bc,FALSE,FALSE,FALSE,FALSE
"Leafweave",1,Misc,Mundane,,1,100 bc,FALSE,FALSE,FALSE,FALSE
"Mithril",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Obsidian",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Orichalum",1,Misc,Mundane,,1,400 bc,FALSE,FALSE,FALSE,FALSE
"Plague Wood",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Shadowsilk (CR Values)",1,Misc,Mundane,,1,CR% N.,FALSE,FALSE,FALSE,FALSE
"Shadowfell Linen",1,Misc,Mundane,,1,800 bc,FALSE,FALSE,FALSE,FALSE
"Spiritual Wood",1,Misc,Mundane,,1,200 bc,FALSE,FALSE,FALSE,FALSE
"Stellar Iron",1,Misc,Mundane,,1,800 bc,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,
"Runecrafts - Weapons",,,,,,,,,,
,,,,,,,,,,
"Name",#,Type,Tier,Durability,Weight,Value,Limited Stock,Rural Locale,Urban Locale,Premium Locale
,,,,,,,,,,